mm,nits
18.00616,27.12642
18.02196,28.14712
18.03777,28.59115
18.05358,28.62287
18.06939,28.97653
18.0852,28.60555
18.10101,29.42853
18.11682,29.56514
18.13263,28.99059
18.14843,29.81948
18.16424,30.31578
18.18005,30.49434
18.19586,29.9816
18.21167,31.04486
18.22748,31.23206
18.24329,30.87208
18.25909,30.49762
18.2749,31.5762
18.29071,31.66635
18.30652,31.80717
18.32233,31.71422
18.33814,32.43181
18.35395,32.55152
18.36976,32.33094
18.38556,32.31136
18.40137,33.95984
18.41718,32.61178
18.43299,31.93554
18.4488,32.81841
18.46461,33.20038
18.48042,32.93919
18.49623,32.74974
18.51204,32.65483
18.52784,33.59881
18.54365,32.49799
18.55946,32.68394
18.57527,33.48192
18.59108,33.47998
18.60689,32.27748
18.6227,32.47046
18.6385,33.20925
18.65431,33.25011
18.67012,31.72658
18.68593,32.40049
18.70174,32.99525
18.71755,32.44654
18.73336,32.30362
18.74917,32.94186
18.76497,33.40434
18.78078,32.68768
18.79659,31.98089
18.8124,33.80639
18.82821,33.43129
18.84402,32.34946
18.85983,32.25865
18.87564,33.42618
18.89145,33.31476
18.90725,32.3366
18.92306,33.2199
18.93887,34.15912
18.95468,33.13006
18.97049,33.27439
18.9863,33.8043
19.00211,35.2855
19.01791,34.25749
19.03372,33.99154
19.04953,34.85056
19.06534,35.08617
19.08115,34.46192
19.09696,34.07383
19.11277,35.49422
19.12858,35.23352
19.14438,34.11632
19.16019,34.58932
19.176,35.25399
19.19181,35.10937
19.20762,34.32026
19.22343,34.3386
19.23924,35.31266
19.25504,34.94258
19.27085,34.74138
19.28666,34.5643
19.30247,35.18772
19.31828,34.36731
19.33409,34.03691
19.3499,34.86021
19.36571,35.35889
19.38152,33.56711
19.39732,33.91574
19.41313,34.53029
19.42894,34.31178
19.44475,33.07601
19.46056,33.59515
19.47637,34.33185
19.49218,33.45648
19.50799,32.42878
19.52379,33.39865
19.5396,33.49263
19.55541,32.89109
19.57122,32.65099
19.58703,32.86283
19.60284,33.28633
19.61865,31.92651
19.63445,32.08094
19.65026,32.50611
19.66607,32.26576
19.68188,31.54518
19.69769,31.54212
19.7135,32.5372
19.72931,31.95572
19.74512,31.09123
19.76093,31.14529
19.77673,31.69696
19.79254,31.10402
19.80835,30.19621
19.82416,30.73099
19.83997,31.12944
19.85578,30.79492
19.87159,30.20189
19.8874,30.71043
19.9032,30.6951
19.91901,30.03088
19.93482,30.54933
19.95063,30.65495
19.96644,30.8678
19.98225,30.2993
19.99806,30.19797
20.01386,30.26254
20.02967,30.10217
20.04548,29.46886
20.06129,29.464
20.0771,30.56295
20.09291,29.51194
20.10872,29.18856
20.12453,29.48561
20.14034,29.29243
20.15614,29.20732
20.17195,28.294
20.18776,29.00781
20.20357,28.80787
20.21938,27.96529
20.23519,27.89874
20.251,28.16866
20.26681,27.97731
20.28261,27.09028
20.29842,27.48244
20.31423,27.76867
20.33004,27.13794
20.34585,27.22544
20.36166,26.7105
20.37747,26.85383
20.39327,25.5655
20.40908,25.00139
20.42489,25.72165
20.4407,25.49113
20.45651,24.89184
20.47232,24.86368
20.48813,25.08987
20.50394,24.50866
20.51974,23.46
20.53555,23.91148
20.55136,23.97867
20.56717,23.6703
20.58298,23.00933
20.59879,23.27048
20.6146,23.23624
20.63041,23.19552
20.64622,22.23907
20.66202,22.91184
20.67783,23.03202
20.69364,23.16799
20.70945,22.35252
20.72526,22.13971
20.74107,23.301
20.75688,22.18612
20.77268,22.00452
20.78849,22.11265
20.8043,22.45252
20.82011,21.82588
20.83592,21.81894
20.85173,22.08481
20.86754,21.43145
20.88335,21.61589
20.89915,21.80195
20.91496,21.80765
20.93077,20.99159
20.94658,20.9389
20.96239,21.13394
20.9782,21.18166
20.99401,20.07399
21.00982,20.71424
21.02563,20.69069
21.04143,20.14254
21.05724,19.9301
21.07305,20.13029
21.08886,20.05272
21.10467,19.6055
21.12048,19.1875
21.13629,19.38397
21.15209,19.68092
21.1679,18.82709
21.18371,18.66129
21.19952,18.67123
21.21533,18.60431
21.23114,18.28099
21.24695,18.20256
21.26276,17.79393
21.27856,17.88909
21.29437,17.00743
21.31018,16.90609
21.32599,17.05852
21.3418,17.25048
21.35761,16.69636
21.37342,16.77377
21.38923,16.94129
21.40504,16.6138
21.42084,16.1778
21.43665,16.80585
21.45246,16.65484
21.46827,16.34284
21.48408,16.11063
21.49989,15.84729
21.5157,15.8306
21.5315,15.76134
21.54731,15.33127
21.56312,15.73531
21.57893,15.43244
21.59474,14.91129
21.61055,15.09369
21.62636,15.46197
21.64217,14.9959
21.65797,14.80548
21.67378,15.04276
21.68959,15.13105
21.7054,14.76941
21.72121,14.45122
21.73702,14.72762
21.75283,14.90062
21.76863,14.57451
21.78444,14.73086
21.80025,14.59033
21.81606,14.87221
21.83187,14.10695
21.84768,14.26154
21.86349,14.11664
21.8793,13.56125
21.89511,13.36546
21.91091,13.6718
21.92672,13.96027
21.94253,13.51457
21.95834,13.44712
21.97415,13.70776
21.98996,13.53686
22.00577,12.98208
22.02158,12.90051
22.03738,13.15947
22.05319,13.14536
22.069,12.49108
22.08481,12.67315
22.10062,12.88512
22.11643,12.39087
22.13224,12.22128
22.14804,12.13352
22.16385,12.05492
22.17966,12.18506
22.19547,11.75262
22.21128,11.82598
22.22709,11.56138
22.2429,11.3338
22.25871,11.25407
22.27452,11.19711
22.29032,11.26454
22.30613,10.84572
22.32194,11.15631
22.33775,11.24988
22.35356,10.90246
22.36937,10.57699
22.38518,10.74602
22.40099,10.62997
22.41679,10.47566
22.4326,10.29901
22.44841,10.45254
22.46422,10.36892
22.48003,10.32564
22.49584,10.15557
22.51165,10.44867
22.52745,10.44696
22.54326,10.00642
22.55907,9.658303
22.57488,10.14462
22.59069,10.44554
22.6065,9.6816
22.62231,9.912653
22.63812,9.966414
22.65392,9.702227
22.66973,9.636644
22.68554,9.657293
22.70135,9.556931
22.71716,9.60929
22.73297,9.068888
22.74878,9.763074
22.76459,9.476725
22.7804,9.181864
22.7962,8.746324
22.81201,9.442166
22.82782,9.250325
22.84363,8.945248
22.85944,8.784873
22.87525,8.941298
22.89106,9.146516
22.90686,8.656465
22.92267,8.800754
22.93848,8.829428
22.95429,8.381708
22.9701,8.399759
22.98591,8.434579
23.00172,8.522236
23.01753,8.257845
23.03333,7.989381
23.04914,8.104599
23.06495,8.106871
23.08076,7.967766
23.09657,7.963818
23.11238,8.07389
23.12819,7.874408
23.144,7.454327
23.15981,7.345523
23.17561,7.565418
23.19142,7.577216
23.20723,7.267612
23.22304,7.243847
23.23885,7.452619
23.25466,7.302646
23.27047,7.086987
23.28627,7.501193
23.30208,7.304865
23.31789,7.170738
23.3337,7.189759
23.34951,6.945879
23.36532,7.009614
23.38113,6.802959
23.39694,6.951761
23.41274,6.98596
23.42855,6.876893
23.44436,6.700953
23.46017,6.564286
23.47598,6.822979
23.49179,6.489539
23.5076,6.606684
23.52341,6.520899
23.53922,6.630405
23.55502,6.55744
23.57083,6.436664
23.58664,6.254315
23.60245,6.374485
23.61826,6.482442
23.63407,6.353359
23.64988,6.46806
23.66568,6.482062
23.68149,6.245373
23.6973,6.011283
23.71311,6.126101
23.72892,6.123217
23.74473,5.918724
23.76054,5.967694
23.77635,6.090283
23.79215,6.199363
23.80796,5.789886
23.82377,5.802366
23.83958,6.001457
23.85539,5.690397
23.8712,5.642077
23.88701,5.745666
23.90281,5.607427
23.91862,5.394928
23.93443,5.378018
23.95024,5.441067
23.96605,5.420213
23.98186,5.365417
23.99767,5.241105
24.01348,5.321738
24.02929,5.371366
24.04509,5.167927
24.0609,5.29654
24.07671,5.108415
24.09252,5.135384
24.10833,5.199538
24.12414,5.002517
24.13995,5.002191
24.15576,4.9154
24.17156,4.740222
24.18737,4.800986
24.20318,4.764369
24.21899,4.924108
24.2348,4.672259
24.25061,4.87652
24.26642,4.686672
24.28222,4.53583
24.29803,4.703977
24.31384,4.741134
24.32965,4.462994
24.34546,4.450626
24.36127,4.670664
24.37708,4.610998
24.39289,4.439873
24.4087,4.603768
24.4245,4.621716
24.44031,4.355782
24.45612,4.398092
24.47193,4.221291
24.48774,4.357292
24.50355,4.357648
24.51936,4.218451
24.53517,4.22147
24.55097,4.218254
24.56678,4.173693
24.58259,4.250677
24.5984,4.283994
24.61421,4.193689
24.63002,4.167157
24.64583,4.075284
24.66163,4.013931
24.67744,4.333086
24.69325,3.922825
24.70906,4.066882
24.72487,4.042571
24.74068,3.908499
24.75649,3.598476
24.7723,3.744246
24.78811,4.104812
24.80391,3.731721
24.81972,3.822401
24.83553,3.720894
24.85134,3.628612
24.86715,3.718103
24.88296,3.632818
24.89877,3.676711
24.91458,3.530934
24.93038,3.445577
24.94619,3.489552
24.962,3.345939
24.97781,3.426856
24.99362,3.354357
25.00943,3.396179
25.02524,3.259022
25.04104,3.258796
25.05685,3.276762
25.07266,3.256002
25.08847,3.25496
25.10428,3.150261
25.12009,3.065211
25.1359,3.208712
25.15171,3.059957
25.16751,3.009251
25.18332,2.969064
25.19913,3.180523
25.21494,3.193104
25.23075,3.065109
25.24656,2.927766
25.26237,3.094105
25.27818,3.2619
25.29399,2.868895
25.30979,3.139356
25.3256,2.889356
25.34141,2.864395
25.35722,3.085487
25.37303,3.047456
25.38884,3.043334
25.40465,3.013925
25.42045,2.906619
25.43626,2.981101
25.45207,2.871957
25.46788,3.044913
25.48369,2.756729
25.4995,2.995206
25.51531,2.921839
25.53112,2.769406
25.54692,2.822123
25.56273,2.906494
25.57854,2.771822
25.59435,2.923778
25.61016,2.719491
25.62597,2.770503
25.64178,2.663387
25.65759,2.706348
25.6734,2.753836
25.6892,2.611598
25.70501,2.725749
25.72082,2.636381
25.73663,2.558398
25.75244,2.530476
25.76825,2.396641
25.78406,2.475457
25.79986,2.506453
25.81567,2.504921
25.83148,2.380145
25.84729,2.266628
25.8631,2.402509
25.87891,2.283312
25.89472,2.381069
25.91053,2.529133
25.92633,2.412071
25.94214,2.351575
25.95795,2.278109
25.97376,2.377575
25.98957,2.402839
26.00538,2.30672
26.02119,2.121244
26.03699,2.187179
26.0528,2.196207
26.06861,2.136088
26.08442,2.254592
26.10023,2.302876
26.11604,2.144908
26.13185,2.320357
26.14766,2.238106
26.16347,2.168048
26.17927,2.156412
26.19508,2.100041
26.21089,2.143259
26.2267,2.130193
26.24251,2.124971
26.25832,2.071553
26.27413,2.12655
26.28994,2.077506
26.30574,1.981716
26.32155,2.065858
26.33736,2.036942
26.35317,2.102724
26.36898,2.025304
26.38479,1.837567
26.4006,2.027742
26.4164,1.962115
26.43221,1.922729
26.44802,1.932478
26.46383,2.014238
26.47964,1.991605
26.49545,1.941607
26.51126,1.889931
26.52707,1.97095
26.54288,1.898172
26.55868,1.905927
26.57449,3.160295
26.5903,1.884596
26.60611,1.711595
26.62192,1.882424
26.63773,1.920265
26.65354,1.784441
26.66935,1.819671
26.68515,1.604498
26.70096,1.631686
26.71677,1.724468
26.73258,1.645338
26.74839,1.655074
26.7642,1.737601
26.78001,1.862712
26.79581,1.612918
26.81162,1.643024
26.82743,1.730339
26.84324,1.702737
26.85905,1.633708
26.87486,1.717473
26.89067,1.616272
26.90648,1.48729
26.92229,1.565895
26.93809,1.625042
26.9539,1.701418
26.96971,1.597715
26.98552,1.599694
27.00133,1.511735
27.01714,1.504621
27.03295,1.516019
27.04876,1.618953
27.06456,1.645639
27.08037,1.473734
27.09618,1.507142
27.11199,1.540465
27.1278,1.538494
27.14361,1.490505
27.15942,1.539781
27.17522,1.561483
27.19103,1.424533
27.20684,1.415716
27.22265,1.578884
27.23846,1.423283
27.25427,1.367036
27.27008,1.64577
27.28589,1.369398
27.30169,1.423464
27.3175,1.303912
27.33331,1.35532
27.34912,1.463682
27.36493,1.404807
27.38074,1.428725
27.39655,1.307846
27.41236,1.48772
27.42817,1.385846
27.44397,1.257302
27.45978,1.308381
27.47559,1.332521
27.4914,1.308902
27.50721,1.195886
27.52302,1.271856
27.53883,1.327105
27.55463,1.235382
27.57044,1.202682
27.58625,1.203092
27.60206,1.25336
27.61787,1.128923
27.63368,1.291633
27.64949,1.272903
27.6653,1.255886
27.6811,1.197693
27.69691,1.191098
27.71272,1.241131
27.72853,1.118717
27.74434,1.198805
27.76015,1.0971
27.77596,1.05001
27.79177,1.13032
27.80758,1.087152
27.82338,1.198712
27.83919,1.046808
27.855,1.089198
27.87081,1.144548
27.88662,1.113755
27.90243,1.135171
27.91824,1.059976
27.93404,1.059784
27.94985,1.044952
27.96566,1.151327
27.98147,1.068642
27.99728,1.14842
28.01309,1.097171
28.0289,1.119766
28.04471,1.054668
28.06051,1.003855
28.07632,1.157271
28.09213,0.9921436
28.10794,1.078932
28.12375,1.052884
28.13956,1.019917
28.15537,0.9872097
28.17118,1.133328
28.18699,1.021033
28.20279,1.007291
28.2186,0.971526
28.23441,1.065951
28.25022,1.056006
28.26603,1.01275
28.28184,0.9650584
28.29765,0.9613792
28.31345,0.8959244
28.32926,1.007071
28.34507,0.922194
28.36088,0.9908195
28.37669,0.8722442
28.3925,0.9505864
28.40831,0.8571632
28.42412,0.9387977
28.43992,0.9305266
28.45573,0.9067504
28.47154,0.8714076
28.48735,0.8982695
28.50316,0.9051566
28.51897,0.9483357
28.53478,0.8955844
28.55058,0.9119374
28.56639,0.9048882
28.5822,0.7815765
28.59801,0.816614
28.61382,0.8875434
28.62963,0.8722031
28.64544,0.9155719
28.66125,0.8412604
28.67706,0.8189147
28.69286,0.7450281
28.70867,0.8148851
28.72448,0.8637761
28.74029,0.7942342
28.7561,0.8010395
28.77191,0.7844509
28.78772,0.7895035
28.80353,0.8213952
28.81933,0.7977108
28.83514,0.8192466
28.85095,0.8127886
28.86676,0.7418649
28.88257,0.8235816
28.89838,0.8668831
28.91419,0.7880819
28.92999,0.7230619
28.9458,0.8337163
28.96161,0.755527
28.97742,0.8054469
28.99323,0.7273412
29.00904,0.7239269
29.02485,0.8056858
29.04066,0.8415431
29.05647,0.7785117
29.07227,0.7664082
29.08808,0.8014208
29.10389,0.7631764
29.1197,0.791771
29.13551,0.7908305
29.15132,0.8318365
29.16713,0.8193873
29.18293,0.7863432
29.19874,0.8368875
29.21455,0.7043573
29.23036,0.722335
29.24617,0.7746246
29.26198,0.7864531
29.27779,0.7174037
29.2936,0.651658
29.3094,0.6442888
29.32521,0.6980707
29.34102,0.7762741
29.35683,0.728064
29.37264,0.6970325
29.38845,0.7349698
29.40426,0.5307236
29.42006,0.674281
29.43587,0.6281728
29.45168,0.6766823
29.46749,0.6765614
29.4833,0.5154074
29.49911,0.6672422
29.51492,0.6877625
29.53073,0.5798019
29.54654,0.5879264
29.56234,0.6580244
29.57815,0.6513578
29.59396,0.6256525
29.60977,0.533034
29.62558,0.5613986
29.64139,0.6392038
29.6572,0.5627485
29.67301,0.6434472
29.68881,0.5880352
29.70462,0.597908
29.72043,0.6074395
29.73624,0.6597198
29.75205,0.5893521
29.76786,0.6207999
29.78367,0.5970846
29.79947,0.6744974
29.81528,0.5342827
29.83109,0.6445975
29.8469,0.5836551
29.86271,0.6035134
29.87852,0.6193208
29.89433,0.6103424
29.91014,0.5916441
29.92595,0.5582305
29.94175,0.5884923
29.95756,0.6446788
29.97337,0.5182305
29.98918,0.572029
30.00499,0.6187843
30.0208,0.5635306
30.03661,0.576201
30.05242,0.6022209
30.06822,0.4875
30.08403,0.612859
30.09984,0.4927441
30.11565,0.4666826
30.13146,0.5508744
30.14727,0.46637
30.16308,0.5528712
30.17888,0.4741643
30.19469,0.5330573
30.2105,0.5097691
30.22631,0.5090637
30.24212,0.4812972
30.25793,0.5190481
30.27374,0.4628454
30.28955,0.5180004
30.30536,0.5424119
30.32116,0.5417494
30.33697,0.5158284
30.35278,0.4376557
30.36859,0.4422272
30.3844,0.4982646
30.40021,0.5341014
30.41602,0.4157343
30.43183,0.4724046
30.44763,0.488032
30.46344,0.5380076
30.47925,0.5107752
30.49506,0.4691359
30.51087,0.5467913
30.52668,0.4409108
30.54249,0.4547776
30.55829,0.4768651
30.5741,0.504254
30.58991,0.4666967
30.60572,0.4255663
30.62153,0.3604253
30.63734,0.5042934
30.65315,0.4750785
30.66896,0.4184356
30.68476,0.4903734
30.70057,0.4015012
30.71638,0.4551541
30.73219,0.4543314
30.748,0.5134658
30.76381,0.4463617
30.77962,0.4744519
30.79543,0.4395939
30.81124,0.4482811
30.82704,0.514047
30.84285,0.406116
30.85866,0.4864448
30.87447,0.48467
30.89028,0.4115714
30.90609,0.4880688
30.9219,0.4009425
30.9377,0.4465395
30.95351,0.4702212
30.96932,0.4220894
30.98513,0.4263623
31.00094,0.3872193
31.01675,0.4402894
31.03256,0.4192187
31.04837,0.4071144
31.06417,0.394956
31.07998,0.4749984
31.09579,0.4597039
31.1116,0.4095638
31.12741,0.3849863
31.14322,0.3963994
31.15903,0.3407506
31.17484,0.4260675
31.19065,0.4134938
31.20645,0.4223933
31.22226,0.3962192
31.23807,0.4197671
31.25388,0.3718314
31.26969,0.3676389
31.2855,0.4187613
31.30131,0.3402537
31.31711,0.3918885
31.33292,0.3627742
31.34873,0.4061846
31.36454,0.3573362
31.38035,0.2648565
31.39616,0.3563427
31.41197,0.3297495
31.42778,0.363899
31.44358,0.3669105
31.45939,0.3581987
31.4752,0.3561199
31.49101,0.3297312
31.50682,0.3104892
31.52263,0.315264
31.53844,0.4253839
31.55424,0.3476043
31.57006,0.2289786
31.58586,0.4092474
31.60167,0.383702
31.61748,0.3864382
31.63329,0.3619345
31.6491,0.4381853
31.66491,0.2825516
31.68072,0.3679814
31.69652,0.3689411
31.71233,0.3610886
31.72814,0.4215692
31.74395,0.3096916
31.75976,0.3875036
31.77557,0.3091652
31.79138,0.2656809
31.80719,0.3398694
31.82299,0.3903266
31.8388,0.3330871
31.85461,0.3092422
31.87042,0.2655268
31.88623,0.2907924
31.90204,0.3429155
31.91785,0.3302583
31.93365,0.3503265
31.94946,0.3524322
31.96527,0.280129
31.98108,0.2952446
31.99689,0.3359898
32.0127,0.3276441
32.02851,0.278478
32.04432,0.3404246
32.06013,0.3183677
32.07594,0.2935196
32.09174,0.3383332
32.10755,0.296324
32.12336,0.3503258
32.13917,0.2808084
32.15498,0.2525416
32.17079,0.3054337
32.1866,0.3194192
32.2024,0.3658361
32.21821,0.2658192
32.23402,0.2602597
32.24983,0.3210506
32.26564,0.2325912
32.28145,0.2599822
32.29726,0.2921944
32.31306,0.256676
32.32887,0.2509767
32.34468,0.26548
32.36049,0.2770148
32.3763,0.2586467
32.39211,0.2790852
32.40792,0.2342856
32.42373,0.2845216
32.43954,0.3422943
32.45535,0.2763895
32.47115,0.2582459
32.48696,0.3048286
32.50277,0.2711996
32.51858,0.2974632
32.53439,0.2576726
32.5502,0.2102697
32.56601,0.2298961
32.58181,0.2806169
32.59762,0.3047273
32.61343,0.2857716
32.62924,0.3107242
32.64505,0.2969908
32.66086,0.3108482
32.67667,0.3048323
32.69247,0.2505037
32.70828,0.2486595
32.72409,0.291449
32.7399,0.2796927
32.75571,0.2305909
32.77152,0.2654526
32.78733,0.2171654
32.80313,0.2816584
32.81895,0.2918522
32.83475,0.3006452
32.85056,0.2359956
32.86637,0.2747231
32.88218,0.2025974
32.89799,0.2993417
32.9138,0.2593375
32.92961,0.243078
32.94542,0.2415381
32.96122,0.216213
32.97703,0.2227772
32.99284,0.2698916
33.00865,0.2009286
33.02446,0.2914671
33.04027,0.2237829
33.05608,0.2532551
33.07188,0.2268521
33.08769,0.1614563
33.1035,0.2894335
33.11931,0.2299832
33.13512,0.2319722
33.15093,0.2758913
33.16674,0.1959883
33.18254,0.2346124
33.19836,0.2282916
33.21416,0.2420962
33.22997,0.2534223
33.24578,0.2432835
33.26159,0.2361744
33.2774,0.2416834
33.29321,0.2416622
33.30902,0.1809777
33.32483,0.2119761
33.34063,0.1894329
33.35644,0.2820387
33.37225,0.2571064
33.38806,0.2620238
33.40387,0.217291
33.41968,0.2341361
33.43549,0.2362743
33.45129,0.2444946
33.4671,0.2025483
33.48291,0.174649
33.49872,0.1874946
33.51453,0.2526904
33.53034,0.2464124
33.54615,0.2781749
33.56195,0.2354433
33.57777,0.2239535
33.59357,0.2340717
33.60938,0.2172243
33.62519,0.2120957
33.641,0.2522051
33.65681,0.2562006
33.67262,0.2518238
33.68843,0.225852
33.70424,0.1660397
33.72004,0.2350623
33.73585,0.1662443
33.75166,0.2349218
33.76747,0.1843059
33.78328,0.2724372
33.79909,0.2353703
33.8149,0.2748191
33.8307,0.1847859
33.84651,0.1772752
33.86232,0.2897917
33.87813,0.1799105
33.89394,0.243652
33.90975,0.2145711
33.92556,0.1472761
33.94136,0.1633873
33.95718,0.1914248
33.97298,0.2380912
33.98879,0.1270383
34.0046,0.1814571
34.02041,0.1453781
34.03622,0.2055552
34.05203,0.2566831
34.06784,0.1732425
34.08364,0.1892089
34.09945,0.2633112
34.11526,0.1829295
34.13107,0.2154084
34.14688,0.21708
34.16269,0.2272588
34.1785,0.08678353
34.19431,0.2310181
34.21011,0.1905078
34.22592,0.1694514
34.24173,0.2016867
34.25754,0.1670682
34.27335,0.1947495
34.28916,0.1646391
34.30497,0.1879581
34.32077,0.1660379
34.33659,0.1839077
34.35239,0.1441254
34.3682,0.1495205
34.38401,0.1354958
34.39982,0.1315601
34.41563,0.2338591
34.43144,0.2221346
34.44725,0.1740755
34.46305,0.180751
34.47886,0.1962579
34.49467,0.2242486
34.51048,0.1773829
34.52629,0.1733431
34.5421,0.1417648
34.55791,0.2700854
34.57372,0.1801915
34.58952,0.1579355
34.60533,0.1750744
34.62114,0.179583
34.63695,0.2442186
34.65276,0.1626443
34.66857,0.1820259
34.68438,0.1966049
34.70018,0.1362835
34.716,0.1266966
34.7318,0.1673061
34.74761,0.225688
34.76342,0.1292548
34.77923,0.1104646
34.79504,0.2115125
34.81085,0.1796614
34.82666,0.2499389
34.84246,0.2068721
34.85827,0.1599107
34.87408,0.1570544
34.88989,0.1672733
34.9057,0.1481345
34.92151,0.1688224
34.93732,0.1425842
34.95313,0.1384172
34.96893,0.1962537
34.98474,0.2062808
35.00055,0.1721202
35.01636,0.2011146
35.03217,0.1767205
35.04798,0.1833876
35.06379,0.1311649
35.07959,0.176467
35.0954,0.2157882
35.11121,0.2241808
35.12702,0.1750155
35.14283,0.1341892
35.15864,0.1705976
35.17445,0.1184032
35.19025,0.1600196
35.20607,0.1794201
35.22187,0.165475
35.23768,0.160658
35.25349,0.1196032
35.2693,0.1862073
35.28511,0.1333579
35.30092,0.2285413
35.31673,0.179123
35.33253,0.1907946
35.34834,0.2191664
35.36415,0.131741
35.37996,0.1561597
35.39577,0.1638093
35.41158,0.1473163
35.42739,0.1560564
35.4432,0.1789473
35.459,0.1572891
35.47481,0.1492569
35.49062,0.1323152
35.50643,0.1150602
35.52224,0.1521492
35.53805,0.1853644
35.55386,0.1690738
35.56966,0.1322328
35.58548,0.170155
35.60128,0.1532584
35.61709,0.1878276
35.6329,0.2061098
35.64871,0.1867364
35.66452,0.144739
35.68033,0.1530142
35.69614,0.1375899
35.71194,0.1751488
35.72775,0.1362541
35.74356,0.170958
35.75937,0.2025971
35.77518,0.1467857
35.79099,0.1270756
35.8068,0.2125801
35.82261,0.1752165
35.83841,0.1891299
35.85422,0.1654227
35.87003,0.1244644
35.88584,0.1292237
35.90165,0.1568803
35.91746,0.08816402
35.93327,0.160612
35.94907,0.2205726
35.96489,0.190995
35.98069,0.1085155
35.9965,0.1967101
36.01231,0.08393613
36.02812,0.1732896
36.04393,0.1192565
36.05974,0.1415401
36.07555,0.2796131
36.09135,0.1103186
36.10716,0.1321775
36.12297,0.2033543
36.13878,0.1672299
36.15459,0.125181
36.1704,0.1317806
36.18621,0.1290326
36.20201,0.1930201
36.21782,0.2300219
